speed_threshold,timeline,sec_name,n_points,coverage_density,coverage_time,coverage_max_gap,max_jerk,max_acceleration,max_speed,median_jerk,mean_median_jerk_ratio,gt_error
80,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_1,888,1.0837592209826854,0.981547599581547,0.0516258677065059,2052701.8213347087,4652.676153821569,67.41217188580299,0.9801656544296653,0.0002767574149979045,8.783406312073868e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_1,219,1.0886989909077598,0.9122379216984541,0.07705307575992829,2089937.7866135992,12491.060734059383,154.7510963392786,0.9563860122813228,1.2912749018810303e-05,4.6000558237409036e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_1,1446,1.2156335333163455,0.9847222980441585,0.02942364450153387,10133242888.63694,915700.6252501234,713.5889351102676,20.48215887622979,1.6256374535064933e-06,7.591327569011733e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_1,2788,1.1667078001059064,0.9678664558375576,0.032367002065755886,107148499791606.64,153403104.2074256,6015.768076615897,119.51155438190759,3.0907991948179346e-09,6.822293654972005e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_1,616,1.015901936064148,0.8359656347031728,0.1515508208543315,7189619.415788258,6401.4992373672185,91.58324377218229,2.5352791504907883,0.00014019731029321536,1.060580868851958e-09
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_1,869,1.1473698556097034,0.9786147138947457,0.019144819487237057,300603347366.524,9840340.086967288,17110.882341933542,21.346281731973537,4.203516379075056e-08,8.145851430344032e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_1,4797,1.1709937918704554,0.9974629494858669,0.019077967168922072,26424921171417.605,984256979.1428996,414388.1973112741,107.12479477154612,5.36762827410659e-09,7.999884506231548e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_1,1188,1.0741179542130046,0.990482093698399,0.033000782960773314,81117420703305.48,1740590515.159235,37349.10261272871,0.6358966091582783,9.299373248137824e-12,7.13358173776683e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_2,874,1.1060416088779463,0.946898082048759,0.05662675466418566,566154.7550776904,4732.240104133105,85.66193708873337,1.557863676744725,0.0003891774893355399,7.066114844795951e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_2,2829,1.1762425625760404,0.9906587592087989,0.026191998673185484,238529520421493.97,739305189.7839488,114006.91707022383,269.94101401234747,3.067189928788679e-09,7.225986198398043e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_2,3860,1.192435790475897,0.995862589307177,0.02256133161659185,inf,inf,inf,76.03749876705501,0.0,8.022390272317053e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_2,223,1.010808397537759,0.9157830282006431,0.18258427331179264,4943.018533873749,192.72344725356484,13.987958644498491,1.290245883796257,0.007707922592504153,8.417568395528515e-10
80,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_2,499,1.1780228118129996,0.9696751684918068,0.06365285676494548,853255285.2546633,544783.7807859502,1023.9862201092723,429.86797629903356,0.0001585096481305507,6.4425497260919e-10
80,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_2,780,1.096962151039883,0.9812923991353352,0.04234880136047729,44086847.011254266,28498.845774259473,33.15496090882241,1.1819508657024442,2.0163625972182305e-05,8.783406312073868e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_2,1403,1.013147647205879,0.5911208907159484,0.4069804613565727,8287299421.669009,2633795.511588537,1133.627471921296,67.96223536766014,4.32186849074325e-06,4.6000558237409036e-10
80,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_2,1543,1.2001097191915584,0.9721646253185371,0.03169398136600144,5124860406.780509,1408819.738920489,898.6647259542234,29.955988795724323,7.270281304224813e-06,7.591327569011733e-10
